speech,noise,noise_start,noise_end,SNR,RT60,speech_RIR,noise_RIR,spk_id
dev/aac/id03342/fQ5J-2croD8/00196,freesound/restaurant/233281__jarredgibb__ambience-coffee-shop-2_L_01_part_16kHz_mono,406211,477891,12,0.8648983720229946,dev/aac/id03342/fQ5J-2croD8/00196_speechRIR,dev/aac/id03342/fQ5J-2croD8/00196_noiseRIR,VOXCELEB2id03342
dev/aac/id03313/Gz5CG84YrXU/00130,fma_small/149/149626,299423,396703,19,0.7999630076313125,dev/aac/id03313/Gz5CG84YrXU/00130_speechRIR,dev/aac/id03313/Gz5CG84YrXU/00130_noiseRIR,VOXCELEB2id03313
dev/aac/id04449/mTgmJ_WP5mU/00127,fma_small/129/129400,398618,476442,10,0.8039712577148526,dev/aac/id04449/mTgmJ_WP5mU/00127_speechRIR,dev/aac/id04449/mTgmJ_WP5mU/00127_noiseRIR,VOXCELEB2id04449
dev/aac/id03679/0nx9qHIta8s/00008,freesound/library/103685__club-sound__vesterbro-library-1_L_01_part_16kHz_mono,2900262,2975014,7,0.7704372003145123,dev/aac/id03679/0nx9qHIta8s/00008_speechRIR,dev/aac/id03679/0nx9qHIta8s/00008_noiseRIR,VOXCELEB2id03679
dev/aac/id01827/OzAdAFqg34k/00137,fma_small/122/122085,408106,473642,17,0.7877279280151464,dev/aac/id01827/OzAdAFqg34k/00137_speechRIR,dev/aac/id01827/OzAdAFqg34k/00137_noiseRIR,VOXCELEB2id01827
dev/aac/id01832/IifrmWW5TOo/00026,fma_small/007/007375,7708,88604,15,0.8583554221391396,dev/aac/id01832/IifrmWW5TOo/00026_speechRIR,dev/aac/id01832/IifrmWW5TOo/00026_noiseRIR,VOXCELEB2id01832
dev/aac/id04151/e6x7lpLH9NY/00324,musan/noise/free-sound/noise-free-sound-0321,107970,190914,16,0.5965764867199967,dev/aac/id04151/e6x7lpLH9NY/00324_speechRIR,dev/aac/id04151/e6x7lpLH9NY/00324_noiseRIR,VOXCELEB2id04151
dev/aac/id08065/7p_glp5yoC0/00045,fma_small/083/083719,297600,396800,11,0.4057127192720157,dev/aac/id08065/7p_glp5yoC0/00045_speechRIR,dev/aac/id08065/7p_glp5yoC0/00045_noiseRIR,VOXCELEB2id08065
dev/aac/id05423/MfRZRGGE7QA/00061,fma_small/029/029526,10660,78244,14,0.8086751701408139,dev/aac/id05423/MfRZRGGE7QA/00061_speechRIR,dev/aac/id05423/MfRZRGGE7QA/00061_noiseRIR,VOXCELEB2id05423
dev/aac/id06385/OE_xxbajexY/00145,fma_small/097/097393,400609,471265,13,0.49003514002821236,dev/aac/id06385/OE_xxbajexY/00145_speechRIR,dev/aac/id06385/OE_xxbajexY/00145_noiseRIR,VOXCELEB2id06385
dev/aac/id01458/qrIFjGnJpZk/00058,fma_small/067/067361,315854,393678,13,0.8355438806795885,dev/aac/id01458/qrIFjGnJpZk/00058_speechRIR,dev/aac/id01458/qrIFjGnJpZk/00058_noiseRIR,VOXCELEB2id01458
dev/aac/id07955/5E-KXhHSuls/00055,fma_small/108/108427,31660,95148,17,0.7537201506003695,dev/aac/id07955/5E-KXhHSuls/00055_speechRIR,dev/aac/id07955/5E-KXhHSuls/00055_noiseRIR,VOXCELEB2id07955
dev/aac/id03817/TQ-7RbP9aEA/00047,freesound/restaurant/31526__sagetyrtle__restaurant3_L_01_part_16kHz_mono,2979359,3057183,7,0.6705471783624815,dev/aac/id03817/TQ-7RbP9aEA/00047_speechRIR,dev/aac/id03817/TQ-7RbP9aEA/00047_noiseRIR,VOXCELEB2id03817
dev/aac/id07562/OCo1RHdR710/00126,freesound/city/18021__walter-odington__london_R_01_part_16kHz_mono,1493574,1566278,4,0.5300465332929019,dev/aac/id07562/OCo1RHdR710/00126_speechRIR,dev/aac/id07562/OCo1RHdR710/00126_noiseRIR,VOXCELEB2id07562
dev/aac/id03364/pty6f4Tm9-8/00124,fma_small/073/073342,317857,389537,4,0.49190159107165043,dev/aac/id03364/pty6f4Tm9-8/00124_speechRIR,dev/aac/id03364/pty6f4Tm9-8/00124_noiseRIR,VOXCELEB2id03364
dev/aac/id08065/gX7F4D60og4/00276,fma_small/108/108037,396800,496000,19,0.535648041623441,dev/aac/id08065/gX7F4D60og4/00276_speechRIR,dev/aac/id08065/gX7F4D60og4/00276_noiseRIR,VOXCELEB2id08065
dev/aac/id06511/gJnWNX9G7U8/00398,fma_small/126/126290,297600,396800,19,0.6534778711136231,dev/aac/id06511/gJnWNX9G7U8/00398_speechRIR,dev/aac/id06511/gJnWNX9G7U8/00398_noiseRIR,VOXCELEB2id06511
dev/aac/id00316/dIpE-YSlQws/00116,fma_small/116/116870,105577,184425,17,0.898804448435456,dev/aac/id00316/dIpE-YSlQws/00116_speechRIR,dev/aac/id00316/dIpE-YSlQws/00116_noiseRIR,VOXCELEB2id00316
dev/aac/id03532/G_3VhDyEvig/00147,fma_small/059/059446,297600,396800,8,0.3428405424625691,dev/aac/id03532/G_3VhDyEvig/00147_speechRIR,dev/aac/id03532/G_3VhDyEvig/00147_noiseRIR,VOXCELEB2id03532
dev/aac/id07624/EORU15Sh3Nw/00117,fma_small/057/057820,99200,198400,5,0.7110226248842432,dev/aac/id07624/EORU15Sh3Nw/00117_speechRIR,dev/aac/id07624/EORU15Sh3Nw/00117_noiseRIR,VOXCELEB2id07624
dev/aac/id08065/7p_glp5yoC0/00059,freesound/library/63736__noisecollector__real-noisy-library_R_01_part_16kHz_mono,1489224,1555784,15,0.736026188890597,dev/aac/id08065/7p_glp5yoC0/00059_speechRIR,dev/aac/id08065/7p_glp5yoC0/00059_noiseRIR,VOXCELEB2id08065
dev/aac/id06511/SoVNofn9M78/00285,fma_small/014/014344,99551,192735,10,0.36824940876204354,dev/aac/id06511/SoVNofn9M78/00285_speechRIR,dev/aac/id06511/SoVNofn9M78/00285_noiseRIR,VOXCELEB2id06511
dev/aac/id03215/6f5B0N0u9nE/00025,fma_small/007/007528,198400,297600,11,0.5657375850440969,dev/aac/id03215/6f5B0N0u9nE/00025_speechRIR,dev/aac/id03215/6f5B0N0u9nE/00025_noiseRIR,VOXCELEB2id03215
dev/aac/id00827/pFlr9nEk2IY/00122,freesound/workshop/190637__ftpaddict__ambient-sound-from-a-workshop-floor_R_05_part_16kHz_mono,2385647,2449135,13,0.5145416591386565,dev/aac/id00827/pFlr9nEk2IY/00122_speechRIR,dev/aac/id00827/pFlr9nEk2IY/00122_noiseRIR,VOXCELEB2id00827
dev/aac/id07562/73z2M5eUKcA/00025,musan/noise/free-sound/noise-free-sound-0726,119974,194726,11,0.6435491569693903,dev/aac/id07562/73z2M5eUKcA/00025_speechRIR,dev/aac/id07562/73z2M5eUKcA/00025_noiseRIR,VOXCELEB2id07562
dev/aac/id08953/kI5rditLUaI/00382,fma_small/110/110267,303241,366729,17,0.3835063864008898,dev/aac/id08953/kI5rditLUaI/00382_speechRIR,dev/aac/id08953/kI5rditLUaI/00382_noiseRIR,VOXCELEB2id08953
dev/aac/id05584/VSRGTHy-zSY/00166,musan/noise/free-sound/noise-free-sound-0264,402606,491694,19,0.8876879882709212,dev/aac/id05584/VSRGTHy-zSY/00166_speechRIR,dev/aac/id05584/VSRGTHy-zSY/00166_noiseRIR,VOXCELEB2id05584
dev/aac/id02980/7xiPIUCCoks/00037,freesound/crowd/141189__beedy__shopping-center_R_05_part_16kHz_mono,1488000,1587200,7,0.4791085468881803,dev/aac/id02980/7xiPIUCCoks/00037_speechRIR,dev/aac/id02980/7xiPIUCCoks/00037_noiseRIR,VOXCELEB2id02980
dev/aac/id04161/ttkm9xv6ofE/00155,fma_small/089/089192,404328,485224,14,0.30927599016596197,dev/aac/id04161/ttkm9xv6ofE/00155_speechRIR,dev/aac/id04161/ttkm9xv6ofE/00155_noiseRIR,VOXCELEB2id04161
dev/aac/id05696/2YkmfO2itoo/00021,freesound/shop/76250__digitopia__09-07-13-1815-livraria-lello-e-irmao_R_01_part_16kHz_mono,892800,992000,10,0.6924679248936982,dev/aac/id05696/2YkmfO2itoo/00021_speechRIR,dev/aac/id05696/2YkmfO2itoo/00021_noiseRIR,VOXCELEB2id05696
dev/aac/id02980/URK2EWm5mvI/00145,musan/noise/free-sound/noise-free-sound-0578,208322,287170,13,0.34220550861528753,dev/aac/id02980/URK2EWm5mvI/00145_speechRIR,dev/aac/id02980/URK2EWm5mvI/00145_noiseRIR,VOXCELEB2id02980
dev/aac/id07624/j6l1t23QPbI/00438,fma_small/126/126409,99200,198400,4,0.47292123017610843,dev/aac/id07624/j6l1t23QPbI/00438_speechRIR,dev/aac/id07624/j6l1t23QPbI/00438_noiseRIR,VOXCELEB2id07624
dev/aac/id03342/xEvnFvGU-Q8/00276,musan/noise/free-sound/noise-free-sound-0671,0,99200,3,0.3954865683865678,dev/aac/id03342/xEvnFvGU-Q8/00276_speechRIR,dev/aac/id03342/xEvnFvGU-Q8/00276_noiseRIR,VOXCELEB2id03342
dev/aac/id08518/4Bpez-v16U4/00012,fma_small/148/148131,13257,78793,8,0.5820128638525064,dev/aac/id08518/4Bpez-v16U4/00012_speechRIR,dev/aac/id08518/4Bpez-v16U4/00012_noiseRIR,VOXCELEB2id08518
dev/aac/id03267/_XfuZtF21e0/00385,fma_small/114/114976,318319,392047,18,0.4714936521357673,dev/aac/id03267/_XfuZtF21e0/00385_speechRIR,dev/aac/id03267/_XfuZtF21e0/00385_noiseRIR,VOXCELEB2id03267
dev/aac/id05584/JazoJz6Z7E8/00100,freesound/restaurant/171370__klankbeeld__coffee-corner-calm-001_L_01_part_16kHz_mono,1102429,1171037,13,0.7347423924498966,dev/aac/id05584/JazoJz6Z7E8/00100_speechRIR,dev/aac/id05584/JazoJz6Z7E8/00100_noiseRIR,VOXCELEB2id05584
dev/aac/id03884/ZXgHQm5T6jc/00032,fma_small/138/138067,198400,297600,11,0.7742420702367536,dev/aac/id03884/ZXgHQm5T6jc/00032_speechRIR,dev/aac/id03884/ZXgHQm5T6jc/00032_noiseRIR,VOXCELEB2id03884
dev/aac/id04257/B3VkYo_crTA/00109,fma_small/096/096742,298154,381098,17,0.5295815666237287,dev/aac/id04257/B3VkYo_crTA/00109_speechRIR,dev/aac/id04257/B3VkYo_crTA/00109_noiseRIR,VOXCELEB2id04257
dev/aac/id03679/piotNBUjLRY/00263,fma_small/026/026010,213191,277703,9,0.527589203785477,dev/aac/id03679/piotNBUjLRY/00263_speechRIR,dev/aac/id03679/piotNBUjLRY/00263_noiseRIR,VOXCELEB2id03679
dev/aac/id01458/PGhjjSIGA94/00047,fma_small/093/093727,134208,197696,7,0.35641372655761366,dev/aac/id01458/PGhjjSIGA94/00047_speechRIR,dev/aac/id01458/PGhjjSIGA94/00047_noiseRIR,VOXCELEB2id01458
dev/aac/id03364/pty6f4Tm9-8/00123,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_L_01_part_16kHz_mono,2380800,2480000,3,0.3048694562445791,dev/aac/id03364/pty6f4Tm9-8/00123_speechRIR,dev/aac/id03364/pty6f4Tm9-8/00123_noiseRIR,VOXCELEB2id03364
dev/aac/id08065/LQ4j_6vrdmQ/00124,freesound/shop/180325__zabuhailo__walk-thru-shop_L_01_part_16kHz_mono,1698786,1771490,15,0.5966486583971433,dev/aac/id08065/LQ4j_6vrdmQ/00124_speechRIR,dev/aac/id08065/LQ4j_6vrdmQ/00124_noiseRIR,VOXCELEB2id08065
dev/aac/id00414/YF-3G8RR6rI/00038,fma_small/033/033203,29454,94990,8,0.8878900673314656,dev/aac/id00414/YF-3G8RR6rI/00038_speechRIR,dev/aac/id00414/YF-3G8RR6rI/00038_noiseRIR,VOXCELEB2id00414
dev/aac/id07624/EORU15Sh3Nw/00110,fma_small/087/087967,396800,496000,15,0.7014385680129478,dev/aac/id07624/EORU15Sh3Nw/00110_speechRIR,dev/aac/id07624/EORU15Sh3Nw/00110_noiseRIR,VOXCELEB2id07624
dev/aac/id00649/9x8yIQCCPPg/00010,fma_small/140/140626,399500,473228,7,0.34681322878096066,dev/aac/id00649/9x8yIQCCPPg/00010_speechRIR,dev/aac/id00649/9x8yIQCCPPg/00010_noiseRIR,VOXCELEB2id00649
dev/aac/id04257/WHlPnXrIfCw/00234,fma_small/113/113343,213019,293915,10,0.5699299315764164,dev/aac/id04257/WHlPnXrIfCw/00234_speechRIR,dev/aac/id04257/WHlPnXrIfCw/00234_noiseRIR,VOXCELEB2id04257
dev/aac/id03786/lOavR46rzMA/00375,freesound/workshop/204826__vedas__frantic-searching_R_01_part_16kHz_mono,908496,987344,6,0.8749877995025406,dev/aac/id03786/lOavR46rzMA/00375_speechRIR,dev/aac/id03786/lOavR46rzMA/00375_noiseRIR,VOXCELEB2id03786
dev/aac/id06021/JlpYgWu3eEU/00012,fma_small/029/029961,315154,389906,11,0.5285975826148492,dev/aac/id06021/JlpYgWu3eEU/00012_speechRIR,dev/aac/id06021/JlpYgWu3eEU/00012_noiseRIR,VOXCELEB2id06021
dev/aac/id06794/2qPFqSBfiwU/00005,freesound/crowd/127590__klankbeeld__down-town-street-ambience-01_R_01_part_16kHz_mono,497876,591060,6,0.770741097768711,dev/aac/id06794/2qPFqSBfiwU/00005_speechRIR,dev/aac/id06794/2qPFqSBfiwU/00005_noiseRIR,VOXCELEB2id06794
dev/aac/id00592/qUKgQbhnG78/00284,freesound/library/169657__leossom__raininfrontmywindow-beatytunder-2010-deplop60pcsoftened-part3_L_01_part_16kHz_mono,1489616,1565392,12,0.4731876125001196,dev/aac/id00592/qUKgQbhnG78/00284_speechRIR,dev/aac/id00592/qUKgQbhnG78/00284_noiseRIR,VOXCELEB2id00592
dev/aac/id03679/fN9xVNqMfSU/00146,fma_small/059/059373,1240,90328,8,0.8233068053129324,dev/aac/id03679/fN9xVNqMfSU/00146_speechRIR,dev/aac/id03679/fN9xVNqMfSU/00146_noiseRIR,VOXCELEB2id03679
dev/aac/id00316/T7kodlAL0c0/00075,fma_small/133/133772,198400,297600,18,0.546307156552938,dev/aac/id00316/T7kodlAL0c0/00075_speechRIR,dev/aac/id00316/T7kodlAL0c0/00075_noiseRIR,VOXCELEB2id00316
dev/aac/id09162/mrSDcYOdyn0/00043,fma_small/014/014578,99200,198400,11,0.8164580620627182,dev/aac/id09162/mrSDcYOdyn0/00043_speechRIR,dev/aac/id09162/mrSDcYOdyn0/00043_noiseRIR,VOXCELEB2id09162
dev/aac/id06118/IsnX0S_9ZJM/00013,fma_small/075/075438,21001,87561,7,0.3397194714441124,dev/aac/id06118/IsnX0S_9ZJM/00013_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00013_noiseRIR,VOXCELEB2id06118
dev/aac/id04358/vFRm2a-QAas/00462,musan/noise/free-sound/noise-free-sound-0268,201950,296158,13,0.6736422215061538,dev/aac/id04358/vFRm2a-QAas/00462_speechRIR,dev/aac/id04358/vFRm2a-QAas/00462_noiseRIR,VOXCELEB2id04358
dev/aac/id00592/v-enJvsGnTg/00307,musan/noise/free-sound/noise-free-sound-0306,107393,178049,11,0.5550029999535502,dev/aac/id00592/v-enJvsGnTg/00307_speechRIR,dev/aac/id00592/v-enJvsGnTg/00307_noiseRIR,VOXCELEB2id00592
dev/aac/id00385/SJMQ1EDS3Eg/00249,freesound/city/18021__walter-odington__london_L_02_part_16kHz_mono,408362,482090,17,0.353285547991757,dev/aac/id00385/SJMQ1EDS3Eg/00249_speechRIR,dev/aac/id00385/SJMQ1EDS3Eg/00249_noiseRIR,VOXCELEB2id00385
dev/aac/id06724/jvdrFIgX_pA/00352,fma_small/041/041812,0,99200,9,0.630466764776181,dev/aac/id06724/jvdrFIgX_pA/00352_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00352_noiseRIR,VOXCELEB2id06724
dev/aac/id03679/piotNBUjLRY/00250,freesound/restaurant/233281__jarredgibb__ambience-coffee-shop-2_R_03_part_16kHz_mono,696387,787523,9,0.31786651535424926,dev/aac/id03679/piotNBUjLRY/00250_speechRIR,dev/aac/id03679/piotNBUjLRY/00250_noiseRIR,VOXCELEB2id03679
dev/aac/id06511/vKT3J_zhDj8/00456,fma_small/027/027613,215715,280227,5,0.896281097846751,dev/aac/id06511/vKT3J_zhDj8/00456_speechRIR,dev/aac/id06511/vKT3J_zhDj8/00456_noiseRIR,VOXCELEB2id06511
dev/aac/id03215/MIbb-La88-c/00119,fma_small/027/027856,318579,384115,3,0.4516097516536639,dev/aac/id03215/MIbb-La88-c/00119_speechRIR,dev/aac/id03215/MIbb-La88-c/00119_noiseRIR,VOXCELEB2id03215
dev/aac/id00385/Ai7FmkS58yI/00063,fma_small/118/118955,5621,72181,12,0.868868751263635,dev/aac/id00385/Ai7FmkS58yI/00063_speechRIR,dev/aac/id00385/Ai7FmkS58yI/00063_noiseRIR,VOXCELEB2id00385
dev/aac/id04257/B3VkYo_crTA/00112,fma_small/080/080756,396800,496000,13,0.49288542645410055,dev/aac/id04257/B3VkYo_crTA/00112_speechRIR,dev/aac/id04257/B3VkYo_crTA/00112_noiseRIR,VOXCELEB2id04257
dev/aac/id06724/jvdrFIgX_pA/00319,freesound/crowd/4173__schluppipuppie__street01_L_01_part_16kHz_mono,1884800,1984000,5,0.49736074745528813,dev/aac/id06724/jvdrFIgX_pA/00319_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00319_noiseRIR,VOXCELEB2id06724
dev/aac/id07624/EORU15Sh3Nw/00127,musan/noise/free-sound/noise-free-sound-0111,198400,297600,14,0.6607063699903247,dev/aac/id07624/EORU15Sh3Nw/00127_speechRIR,dev/aac/id07624/EORU15Sh3Nw/00127_noiseRIR,VOXCELEB2id07624
dev/aac/id00592/aT6j0NbFQ8w/00151,fma_small/122/122360,297600,396800,4,0.3190483098362932,dev/aac/id00592/aT6j0NbFQ8w/00151_speechRIR,dev/aac/id00592/aT6j0NbFQ8w/00151_noiseRIR,VOXCELEB2id00592
dev/aac/id08574/egPUMz_Ce28/00196,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_L_06_part_16kHz_mono,6841,72377,3,0.6807192101206991,dev/aac/id08574/egPUMz_Ce28/00196_speechRIR,dev/aac/id08574/egPUMz_Ce28/00196_noiseRIR,VOXCELEB2id08574
dev/aac/id04257/nEx5nzWp9lA/00394,freesound/library/169657__leossom__raininfrontmywindow-beatytunder-2010-deplop60pcsoftened-part3_L_01_part_16kHz_mono,3472000,3571200,10,0.3063722866236892,dev/aac/id04257/nEx5nzWp9lA/00394_speechRIR,dev/aac/id04257/nEx5nzWp9lA/00394_noiseRIR,VOXCELEB2id04257
dev/aac/id04161/67-GXT8ampg/00038,freesound/fan/193017__klankbeeld__roomtone-hall-32x8x3-ac-long-130626-01_L_01_part_16kHz_mono,1509770,1581450,8,0.3687354376725278,dev/aac/id04161/67-GXT8ampg/00038_speechRIR,dev/aac/id04161/67-GXT8ampg/00038_noiseRIR,VOXCELEB2id04161
dev/aac/id07624/EORU15Sh3Nw/00122,fma_small/025/025028,198400,297600,11,0.6826515665339237,dev/aac/id07624/EORU15Sh3Nw/00122_speechRIR,dev/aac/id07624/EORU15Sh3Nw/00122_noiseRIR,VOXCELEB2id07624
dev/aac/id03773/pm2XN6PfKXQ/00080,fma_small/126/126746,8402,96466,17,0.45647511181737443,dev/aac/id03773/pm2XN6PfKXQ/00080_speechRIR,dev/aac/id03773/pm2XN6PfKXQ/00080_noiseRIR,VOXCELEB2id03773
dev/aac/id04899/jvcfGWEzFkk/00065,musan/noise/free-sound/noise-free-sound-0275,127145,195753,3,0.877098637411895,dev/aac/id04899/jvcfGWEzFkk/00065_speechRIR,dev/aac/id04899/jvcfGWEzFkk/00065_noiseRIR,VOXCELEB2id04899
dev/aac/id06409/EVNg4RIg7TQ/00004,fma_small/041/041965,297601,390785,19,0.6900942837660458,dev/aac/id06409/EVNg4RIg7TQ/00004_speechRIR,dev/aac/id06409/EVNg4RIg7TQ/00004_noiseRIR,VOXCELEB2id06409
dev/aac/id04358/iP6lupvRjcM/00403,freesound/city/8061__schluppipuppie__street02_L_01_part_16kHz_mono,1991806,2064510,12,0.5553984416257027,dev/aac/id04358/iP6lupvRjcM/00403_speechRIR,dev/aac/id04358/iP6lupvRjcM/00403_noiseRIR,VOXCELEB2id04358
dev/aac/id00592/v-enJvsGnTg/00308,musan/noise/free-sound/noise-free-sound-0114,1100249,1165785,3,0.7002675495549415,dev/aac/id00592/v-enJvsGnTg/00308_speechRIR,dev/aac/id00592/v-enJvsGnTg/00308_noiseRIR,VOXCELEB2id00592
dev/aac/id03679/lSfII8OvqY0/00201,freesound/office/78505__joedeshon__squeaky-chair-01_L_01_part_16kHz_mono,104526,188494,6,0.3856538196465187,dev/aac/id03679/lSfII8OvqY0/00201_speechRIR,dev/aac/id03679/lSfII8OvqY0/00201_noiseRIR,VOXCELEB2id03679
dev/aac/id00385/Ai7FmkS58yI/00067,fma_small/057/057823,297600,396800,5,0.577627273196889,dev/aac/id00385/Ai7FmkS58yI/00067_speechRIR,dev/aac/id00385/Ai7FmkS58yI/00067_noiseRIR,VOXCELEB2id00385
dev/aac/id04358/5l_b4ncBRhc/00042,freesound/crowd/93331__geraeusch__berlin-alexa_R_01_part_16kHz_mono,200425,284393,8,0.3952935642081324,dev/aac/id04358/5l_b4ncBRhc/00042_speechRIR,dev/aac/id04358/5l_b4ncBRhc/00042_noiseRIR,VOXCELEB2id04358
dev/aac/id04257/nEx5nzWp9lA/00385,fma_small/052/052035,198400,297600,4,0.7419038370835607,dev/aac/id04257/nEx5nzWp9lA/00385_speechRIR,dev/aac/id04257/nEx5nzWp9lA/00385_noiseRIR,VOXCELEB2id04257
dev/aac/id06724/jvdrFIgX_pA/00291,fma_small/001/001197,297600,396800,4,0.3523961749281872,dev/aac/id06724/jvdrFIgX_pA/00291_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00291_noiseRIR,VOXCELEB2id06724
dev/aac/id06105/UeM_M65uKjc/00069,fma_small/036/036388,198400,297600,11,0.4817166517795526,dev/aac/id06105/UeM_M65uKjc/00069_speechRIR,dev/aac/id06105/UeM_M65uKjc/00069_noiseRIR,VOXCELEB2id06105
dev/aac/id04358/NVOCiZ6bEgI/00141,freesound/crowd/93331__geraeusch__berlin-alexa_R_01_part_16kHz_mono,198400,297600,17,0.8241131587987747,dev/aac/id04358/NVOCiZ6bEgI/00141_speechRIR,dev/aac/id04358/NVOCiZ6bEgI/00141_noiseRIR,VOXCELEB2id04358
dev/aac/id06511/gJnWNX9G7U8/00399,freesound/office/50860__corsica-s__post-office-walk-02_R_01_part_16kHz_mono,1984000,2083200,8,0.7844884010562911,dev/aac/id06511/gJnWNX9G7U8/00399_speechRIR,dev/aac/id06511/gJnWNX9G7U8/00399_noiseRIR,VOXCELEB2id06511
dev/aac/id09049/qtitknqXj7s/00461,freesound/crowd/92032__urupin__city-street_R_01_part_16kHz_mono,2579200,2678400,13,0.40215984887314465,dev/aac/id09049/qtitknqXj7s/00461_speechRIR,dev/aac/id09049/qtitknqXj7s/00461_noiseRIR,VOXCELEB2id09049
dev/aac/id00827/pFlr9nEk2IY/00127,freesound/shop/237199__pulswelle__the-hamburg-sessions-vol-ii-europa-passage_L_01_part_16kHz_mono,2976000,3075200,14,0.3476698924722701,dev/aac/id00827/pFlr9nEk2IY/00127_speechRIR,dev/aac/id00827/pFlr9nEk2IY/00127_noiseRIR,VOXCELEB2id00827
dev/aac/id00385/Ai7FmkS58yI/00069,fma_small/150/150288,198400,297600,15,0.623073303368259,dev/aac/id00385/Ai7FmkS58yI/00069_speechRIR,dev/aac/id00385/Ai7FmkS58yI/00069_noiseRIR,VOXCELEB2id00385
dev/aac/id07276/gwJFNHiCLuI/00240,freesound/crowd/92032__urupin__city-street_R_01_part_16kHz_mono,297600,396800,16,0.46805019539174175,dev/aac/id07276/gwJFNHiCLuI/00240_speechRIR,dev/aac/id07276/gwJFNHiCLuI/00240_noiseRIR,VOXCELEB2id07276
dev/aac/id04257/0qafTqCuxKg/00009,fma_small/083/083954,206983,296071,12,0.302414912521025,dev/aac/id04257/0qafTqCuxKg/00009_speechRIR,dev/aac/id04257/0qafTqCuxKg/00009_noiseRIR,VOXCELEB2id04257
dev/aac/id07956/7kdbv1SZPqU/00037,fma_small/076/076071,422800,494480,17,0.7293878744140225,dev/aac/id07956/7kdbv1SZPqU/00037_speechRIR,dev/aac/id07956/7kdbv1SZPqU/00037_noiseRIR,VOXCELEB2id07956
dev/aac/id04899/Vlj2clqi_Ho/00034,fma_small/079/079977,4338,78066,6,0.3488157738540791,dev/aac/id04899/Vlj2clqi_Ho/00034_speechRIR,dev/aac/id04899/Vlj2clqi_Ho/00034_noiseRIR,VOXCELEB2id04899
dev/aac/id05615/UumPqkXAX-4/00201,freesound/restaurant/141189__beedy__shopping-center_R_06_part_16kHz_mono,2976000,3075200,3,0.6553300933260056,dev/aac/id05615/UumPqkXAX-4/00201_speechRIR,dev/aac/id05615/UumPqkXAX-4/00201_noiseRIR,VOXCELEB2id05615
dev/aac/id00172/96s4vDMIRJI/00012,fma_small/055/055712,111388,194332,15,0.5164881759928789,dev/aac/id00172/96s4vDMIRJI/00012_speechRIR,dev/aac/id00172/96s4vDMIRJI/00012_noiseRIR,VOXCELEB2id00172
dev/aac/id03773/BA8KQpz9xI8/00014,freesound/shop/180325__zabuhailo__walk-thru-shop_L_01_part_16kHz_mono,2480000,2579200,19,0.8565368630148853,dev/aac/id03773/BA8KQpz9xI8/00014_speechRIR,dev/aac/id03773/BA8KQpz9xI8/00014_noiseRIR,VOXCELEB2id03773
dev/aac/id00385/Ai7FmkS58yI/00061,fma_small/098/098025,0,99200,17,0.6777631456233453,dev/aac/id00385/Ai7FmkS58yI/00061_speechRIR,dev/aac/id00385/Ai7FmkS58yI/00061_noiseRIR,VOXCELEB2id00385
dev/aac/id03267/_XfuZtF21e0/00383,musan/noise/free-sound/noise-free-sound-0339,203224,289240,6,0.6897666431270784,dev/aac/id03267/_XfuZtF21e0/00383_speechRIR,dev/aac/id03267/_XfuZtF21e0/00383_noiseRIR,VOXCELEB2id03267
dev/aac/id08065/y7R_258P5_I/00450,fma_small/010/010186,398385,490545,9,0.6914081947108994,dev/aac/id08065/y7R_258P5_I/00450_speechRIR,dev/aac/id08065/y7R_258P5_I/00450_noiseRIR,VOXCELEB2id08065
dev/aac/id03532/G_3VhDyEvig/00133,fma_small/129/129742,198400,297600,13,0.6135257759938486,dev/aac/id03532/G_3VhDyEvig/00133_speechRIR,dev/aac/id03532/G_3VhDyEvig/00133_noiseRIR,VOXCELEB2id03532
dev/aac/id00592/QrkFgD-_X7k/00106,fma_small/108/108525,99200,198400,17,0.8382042989887779,dev/aac/id00592/QrkFgD-_X7k/00106_speechRIR,dev/aac/id00592/QrkFgD-_X7k/00106_noiseRIR,VOXCELEB2id00592
dev/aac/id00414/Q2w4luQvdGA/00028,fma_small/132/132454,839,68423,5,0.8378884471306711,dev/aac/id00414/Q2w4luQvdGA/00028_speechRIR,dev/aac/id00414/Q2w4luQvdGA/00028_noiseRIR,VOXCELEB2id00414
dev/aac/id03679/piotNBUjLRY/00319,fma_small/041/041965,298009,396313,13,0.5353079490664433,dev/aac/id03679/piotNBUjLRY/00319_speechRIR,dev/aac/id03679/piotNBUjLRY/00319_noiseRIR,VOXCELEB2id03679
dev/aac/id01894/frLIWPaxNMQ/00090,fma_small/117/117159,302620,392732,13,0.7370438661332017,dev/aac/id01894/frLIWPaxNMQ/00090_speechRIR,dev/aac/id01894/frLIWPaxNMQ/00090_noiseRIR,VOXCELEB2id01894
